subject;label;lat;lon;date
http://www.wikidata.org/entity/Q1121532;Battle of Alcácer Quibir;35.0167;-5.9;4-8-1578
http://www.wikidata.org/entity/Q1122487;Battle of Boquerón;-22.7736388889;-59.9408611111;9-9-1932
http://www.wikidata.org/entity/Q1123353;Battle of Rorke's Drift;-28.3491666667;30.5341666667;22-1-1879
http://www.wikidata.org/entity/Q1127035;Battle of La Bassée;50.5342;2.80806;10-10-1914
http://www.wikidata.org/entity/Q1127353;Battle of Ad Decimum;36.75;10.3333;13-9-533
http://www.wikidata.org/entity/Q1132313;Battle of Khorramshahr;30.4333333333;48.1666666667;22-9-1980
http://www.wikidata.org/entity/Q1132579;Battle of Princeton;40.3279;-74.67339;19-4-1775
http://www.wikidata.org/entity/Q1134191;Battle of Tory Island;55.3;-8.5;12-10-1798
http://www.wikidata.org/entity/Q1135598;Battle of Daugavpils;55.8713888889;26.5161111111;3-1-1920
http://www.wikidata.org/entity/Q1136414;Battle of Havana;23.1167;-82.3833;12-10-1748
http://www.wikidata.org/entity/Q1136870;Battle of Sandwich;51.27027778;1.42;24-8-1217
http://www.wikidata.org/entity/Q1137302;Battle of Omdurman;15.751945;32.520132;2-9-1898
http://www.wikidata.org/entity/Q1137980;Battle of Ravenna;44.41666667;12.2;11-4-1512
http://www.wikidata.org/entity/Q11396078;Battle of Bubaigawara;35.6688888889;139.4777777778;1-1-1455
http://www.wikidata.org/entity/Q1140646;Battle of Formigny;49.3372222222;-0.8977777778;15-4-1450
http://www.wikidata.org/entity/Q1141380;Battle of Wake Island;19.29;166.601;8-12-1941
http://www.wikidata.org/entity/Q1142666;Battle of Eretria;38.3833333333;23.7833333333;1-1--430
http://www.wikidata.org/entity/Q1143181;Battle of Entzheim;48.53527778;7.63805556;4-10-1674
http://www.wikidata.org/entity/Q1144824;Battle of Messines;50.7644;2.8981;7-6-1917
http://www.wikidata.org/entity/Q1148483;Battle of Elixheim;50.78416667;5.00972222;18-7-1705
http://www.wikidata.org/entity/Q1149680;First Battle of Lexington;39.1915;-93.878636;13-9-1861
http://www.wikidata.org/entity/Q1150410;Battle of Boyacá;5.45;-73.4292;7-8-1819
http://www.wikidata.org/entity/Q1152440;Pickett's Charge;39.8126;-77.2366;12-4-1861
http://www.wikidata.org/entity/Q1152443;Battle of Bassignano;45.0022222222;8.7319444444;27-9-1745
http://www.wikidata.org/entity/Q1157021;Battle of Białołęka;52.1929;20.8897;24-2-1831
http://www.wikidata.org/entity/Q11636595;Battle of Boulogne (1940);50.72638889;1.61472222;22-5-1940
http://www.wikidata.org/entity/Q1164835;Battle of Lagos;37;-8.6667;27-6-1693
http://www.wikidata.org/entity/Q1165440;Battle of Mauron;48.0822222222;-2.2858333333;14-8-1352
http://www.wikidata.org/entity/Q1172504;Battle of Château-Thierry;49.04194444;3.37194444;28-7-1914
http://www.wikidata.org/entity/Q117298;Battle of Varaville;49.2847222222;-0.1544444444;22-3-1057
http://www.wikidata.org/entity/Q1174179;Battle of Jassin;-4.6813888889;39.1847222222;18-1-1915
http://www.wikidata.org/entity/Q1184835;Battle of Numistro;38.975596;16.31979;1-1--217
http://www.wikidata.org/entity/Q1185335;Battle of Weihaiwei;37.497;122.171;20-1-1895
http://www.wikidata.org/entity/Q1187406;Battle of Graus;42.18333333;0.33333333;1-1-1063
http://www.wikidata.org/entity/Q1187461;Battle of Tanagra;38.3166666667;23.5333333333;1-1--459
http://www.wikidata.org/entity/Q1191854;Battle of Gonzales;29.5089;-97.4478;2-10-1835
http://www.wikidata.org/entity/Q1192053;Battle of Vauchamps;48.8811;3.6164;14-2-1814
http://www.wikidata.org/entity/Q1192118;Battle of Chemulpo Bay;37.34666667;126.52283333;9-2-1904
http://www.wikidata.org/entity/Q1192867;Battle of Pułtusk;52.70833333;21.075;26-12-1806
http://www.wikidata.org/entity/Q1193959;Battle of Toba-Fushimi;35.0166666667;135.75;31-1-1868
http://www.wikidata.org/entity/Q1194172;Battle of Novi;44.7617;-8.79056;15-8-1799
http://www.wikidata.org/entity/Q1195263;Battle of Ekeren;51.26666667;4.41666667;30-6-1703
http://www.wikidata.org/entity/Q1196554;Battle of Minorca;39.89;4.35;20-5-1756
http://www.wikidata.org/entity/Q12001343;;60.3925;5.3233333333;31-5-1181
http://www.wikidata.org/entity/Q12001347;Battle of Kalmar;56.6666666667;16.3666666667;17-7-1611
http://www.wikidata.org/entity/Q1208970;Battle of Yingkou;40.6666666667;122.2333333333;1-8-1894
http://www.wikidata.org/entity/Q1208996;Battle of Lushunkou;38.8166666667;121.2333333333;1-8-1894
http://www.wikidata.org/entity/Q1209808;Battle of Jiuliancheng;40.171667;124.448056;1-8-1894
http://www.wikidata.org/entity/Q1215310;Battle of San Juan Hill;20.0209106;-75.7961154;25-4-1898
http://www.wikidata.org/entity/Q1219645;Battle of Atapuerca;42.35;-3.51666667;1-9-1054
http://www.wikidata.org/entity/Q12224010;Battle of Menin;50.7956;3.12167;13-9-1793
http://www.wikidata.org/entity/Q1230997;First Battle of Krithia;40.0944444444;26.225;28-7-1914
http://www.wikidata.org/entity/Q1241936;Battle of Pákozd;47.2211194444;18.5449305556;29-9-1848
http://www.wikidata.org/entity/Q1245157;Battle of Loos;50.4583;2.79417;25-9-1915
http://www.wikidata.org/entity/Q1247957;Battle of Trois-Rivières;46.342751;-72.552483;8-6-1776
http://www.wikidata.org/entity/Q1248605;Battle of Beachy Head;50.73743;0.24768;10-7-1690
http://www.wikidata.org/entity/Q1259096;Case White;43.6541666667;17.7625;20-1-1943
http://www.wikidata.org/entity/Q1259218;Battle of Panipat;29.39;76.97;14-1-1761
http://www.wikidata.org/entity/Q1259700;Battle of Belchite;41.3;-0.75;24-8-1937
http://www.wikidata.org/entity/Q1260622;Battle of the Axona;49.5;3.5;1-1--57
http://www.wikidata.org/entity/Q12627990;Battle of Kupres (1992);43.9931;17.2763;3-4-1992
http://www.wikidata.org/entity/Q12645601;Battle of Kusonje;45.4624;17.2367;8-9-1991
http://www.wikidata.org/entity/Q1264908;Battle of Chrysopolis;40.0166666667;29.0333333333;18-9-324
http://www.wikidata.org/entity/Q12651299;Raid on Brandenburg;50.6572222222;12.3552777778;26-2-1326
http://www.wikidata.org/entity/Q1265750;Battle of Callinicum;35.95;39.0166666667;19-4-531
http://www.wikidata.org/entity/Q1267513;Battle of Vosges;48.5;7.5;1-1--57
http://www.wikidata.org/entity/Q1268733;Battle of the Sabis;50.2333333333;3.4416666667;1-1--57
http://www.wikidata.org/entity/Q1272132;Battle of Stones River;35.88;-86.435;2-1-1863
http://www.wikidata.org/entity/Q127299;Battle of Kolín;50.029;15.122;18-6-1757
http://www.wikidata.org/entity/Q1274566;Battle of the Arar;45.9894444444;4.7197222222;1-1--57
http://www.wikidata.org/entity/Q12747919;Battle of Ljubić;43.902778;20.355556;24-4-1815
http://www.wikidata.org/entity/Q1275200;Battle of the Sound;55.75;12.75;8-11-1658
http://www.wikidata.org/entity/Q1280119;Battle of the Ebro;41.1638888889;0.475;25-7-1938
http://www.wikidata.org/entity/Q1286106;Fao Landing;29.928;48.4661;6-11-1914
http://www.wikidata.org/entity/Q1286274;Battle of Schuinshoogte;-27.61647222;29.87802778;8-2-1881
http://www.wikidata.org/entity/Q12880416;;37.054952;21.705991;19-7-1944
http://www.wikidata.org/entity/Q12880420;;37.2166666667;21.9666666667;13-9-1944
http://www.wikidata.org/entity/Q12880426;;38.42931944;22.66728333;1-1-1821
http://www.wikidata.org/entity/Q12880430;Battle of the Trench;37.5083333333;22.375;1-1-1821
http://www.wikidata.org/entity/Q12880434;;37.96666667;23.61666667;4-3-1827
http://www.wikidata.org/entity/Q12880442;;40.571266;22.987582;1-1-1821
http://www.wikidata.org/entity/Q12880443;;38.13086;21.94911;19-9-1827
http://www.wikidata.org/entity/Q12880457;;37.383333;22.05;1-1-1821
http://www.wikidata.org/entity/Q12880462;Battle of Kakosalesi;38.26666667;23.7;1-1-1821
http://www.wikidata.org/entity/Q12880464;;38.56666667;23.21666667;1-1-1821
http://www.wikidata.org/entity/Q12880472;;38.50888889;22.68916667;1-1-1821
http://www.wikidata.org/entity/Q12883575;;38.39;23;1-1-1821
http://www.wikidata.org/entity/Q12883995;;37.971421;23.726166;18-5-1827
http://www.wikidata.org/entity/Q1288821;Battle of Abu Klea;16.9833333333;33.3;17-1-1885
http://www.wikidata.org/entity/Q1300742;Battle of Flodden;55.62693;-2.1753;19-9-1513
http://www.wikidata.org/entity/Q1302680;Battle of Qurna;31.0167;47.4333;3-12-1914
http://www.wikidata.org/entity/Q130847;Battle of Verdun;49.2080555556;5.4219444444;21-2-1916
http://www.wikidata.org/entity/Q130861;Battle of Kursk;51.501111;36.051389;5-7-1943
http://www.wikidata.org/entity/Q1310755;Battle of Rancagua;-34.1666666667;-70.75;2-10-1814
http://www.wikidata.org/entity/Q131386;Battle of Alesia;47.53722222;4.50027778;1-1--57
http://www.wikidata.org/entity/Q1314054;Battle of the Herrings;48.0667;1.73333;1-1-1337
http://www.wikidata.org/entity/Q1315700;Battle of Concepción;29.39055556;-98.49027778;28-10-1835
http://www.wikidata.org/entity/Q131969;Battle of Thermopylae;38.8;22.5333333333;1-1--479
http://www.wikidata.org/entity/Q1320675;Battle of Havrincourt;50.1111111111;3.0861111111;8-8-1918
http://www.wikidata.org/entity/Q13218257;;16.76;-2.6388888889;21-4-2013
http://www.wikidata.org/entity/Q132568;Battle of the Somme;50.0155;2.69742;1-7-1916
http://www.wikidata.org/entity/Q1326527;Battle of Cowpens;35.1368333333;-81.816;17-1-1781
http://www.wikidata.org/entity/Q1327790;Battle of Chickamauga;34.9176;-85.2606;20-9-1863
http://www.wikidata.org/entity/Q1328499;Battle of Brihuega;40.76666667;-2.86666667;8-12-1710
http://www.wikidata.org/entity/Q1328537;Battle of Ourique;37.65;-8.225;25-7-1139
http://www.wikidata.org/entity/Q1332237;Battle of Overloon;51.57027778;5.95833333;1-9-1939
http://www.wikidata.org/entity/Q1337059;Battle of Tewkesbury;51.9863888889;-2.1613888889;4-5-1471
http://www.wikidata.org/entity/Q133977;Battle of Caravaggio;45.4977777778;9.6430555556;15-9-1448
http://www.wikidata.org/entity/Q1339928;Battle of Evesham;52.1058726;-1.9445372;4-8-1265
http://www.wikidata.org/entity/Q13409360;Battle of al-Qusayr;34.5119444444;36.5763888889;19-5-2013
http://www.wikidata.org/entity/Q134114;Battle of Austerlitz;49.1333333333;16.7666666667;18-5-1803
http://www.wikidata.org/entity/Q1341972;Battle of Aljubarrota;39.6380555556;-8.8380555556;14-8-1385
http://www.wikidata.org/entity/Q1345169;Battle of the Sambre;50.4667;4.86667;4-11-1918
http://www.wikidata.org/entity/Q1346666;;48.0944;13.8775;1-11-1805
http://www.wikidata.org/entity/Q1347209;Battle of Praga;52.2166666667;21.0333333333;4-11-1794
http://www.wikidata.org/entity/Q1353773;Battle of the Great Plains;37.05794444;10.06259722;1-1--217
http://www.wikidata.org/entity/Q1354080;Battle of Muret;43.46111111;1.32666667;1-1-1209
http://www.wikidata.org/entity/Q135468;Battle of Haw's Shop;37.676;-77.3118;12-4-1861
http://www.wikidata.org/entity/Q1355206;Battle of Tyndaris;38.14555556;15.03972222;1-1--263
http://www.wikidata.org/entity/Q1355391;Battle of Appomattox Court House;37.377778;-78.794444;9-4-1865
http://www.wikidata.org/entity/Q1358032;Battle of Sandepu;41.78333333;123.43333333;8-2-1904
http://www.wikidata.org/entity/Q1359641;Battle of Tolentino;43.21361111;13.29111111;3-5-1815
http://www.wikidata.org/entity/Q1361210;Battle of Christmas Island;-10.48333333;105.63333333;31-3-1942
http://www.wikidata.org/entity/Q1361990;Battle of Lacolle Mills;45.081309;-73.372633;20-11-1812
http://www.wikidata.org/entity/Q1362014;Battle of the Silarus;40.483333;14.933333;1-1--217
http://www.wikidata.org/entity/Q1362016;Battle of Beneventum (214 BC);41.1333;14.7833;1-1--217
http://www.wikidata.org/entity/Q1362021;Siege of Corinth;34.934;-88.522;29-4-1862
http://www.wikidata.org/entity/Q1362035;Battle of Herdonia (212 BC);41.3166666667;15.6333333333;1-1--217
http://www.wikidata.org/entity/Q1362053;Battle of Mantinea;37.6;22.4;1-1--430
http://www.wikidata.org/entity/Q1362188;Battle of Talikota;16.47330556;76.31183333;26-1-1565
http://www.wikidata.org/entity/Q13622762;Liberation of Martigues;43.4052777778;5.0475;20-8-1944
http://www.wikidata.org/entity/Q1362294;Battle of Drewry's Bluff;37.4211;-77.4229;15-5-1862
http://www.wikidata.org/entity/Q13628984;Battle of Kalamata;37.0166666667;22.1;1-1-1821
http://www.wikidata.org/entity/Q136344;Battle of Köse Dağ;40.25;39.55;26-6-1243
http://www.wikidata.org/entity/Q1363925;Battle of Port Arthur;38.78005;121.25782;8-2-1904
http://www.wikidata.org/entity/Q1366089;Battle of Fort Henry;36.5186;-88.0391;6-2-1862
http://www.wikidata.org/entity/Q1369629;Battle of Fraga;41.5166694444;0.3333305556;17-7-1134
http://www.wikidata.org/entity/Q1375813;Battle of Oriskany;43.1772222222;-75.3694444444;6-8-1777
http://www.wikidata.org/entity/Q1378270;Battle of Jerusalem;31.78333333;35.21666667;17-11-1917
http://www.wikidata.org/entity/Q1379845;Kravica attack;44.21666667;19.2;6-4-1992
http://www.wikidata.org/entity/Q1387925;Battle of Round Mountain;36.13;-96.2869;12-4-1861
http://www.wikidata.org/entity/Q1387983;Battle of Memphis;35.1291;-90.1558;12-4-1861
http://www.wikidata.org/entity/Q1388058;Battle of Magersfontein;-28.96666667;24.7;11-12-1899
http://www.wikidata.org/entity/Q1390639;Battle of Frenchman's Creek;42.94227;-78.92645;18-6-1812
http://www.wikidata.org/entity/Q1392;Battle of Nieuwpoort;51.1558333333;2.7383333333;2-7-1600
http://www.wikidata.org/entity/Q1392699;Battle of Blood River;-28.1052777778;30.5416666667;16-12-1838
http://www.wikidata.org/entity/Q1398069;Battle of Amba Alagi;12.9942;39.5036;7-12-1895
http://www.wikidata.org/entity/Q139808;Battle of the Catalaunian Plains;48.2988888889;4.0780555556;20-6-451
http://www.wikidata.org/entity/Q1400440;Battle of Velbazhd;42.2855555556;22.6897222222;28-7-1330
http://www.wikidata.org/entity/Q1402530;Battle of 73 Easting;29.5447222222;46.6258333333;2-8-1990
http://www.wikidata.org/entity/Q1402751;Battle of Pichincha;-0.2190888889;-78.5272611111;24-5-1822
http://www.wikidata.org/entity/Q1404199;Battle of the Panaro;44.622975;10.99731389;3-4-1815
http://www.wikidata.org/entity/Q1409225;Fetterman Fight;44.571168;-106.841052;1-1-1866
http://www.wikidata.org/entity/Q1410792;Second Battle of Amba Alagi;12.9833333333;39.55;1-9-1939
http://www.wikidata.org/entity/Q1411470;Battle of Vlotho;52.16666667;8.84972222;1-1-1618
http://www.wikidata.org/entity/Q1411508;Battle of Wilkomierz;55.16583333;24.77138889;1-9-1435
http://www.wikidata.org/entity/Q1413158;Battle of Wenden;57.3130555556;25.2747222222;7-1-1601
http://www.wikidata.org/entity/Q1415925;Battle of Jankau;49.6503;14.7294;6-3-1645
http://www.wikidata.org/entity/Q1416369;Battle of Crysler's Farm;44.9419777778;-75.0701722222;11-11-1813
http://www.wikidata.org/entity/Q1417205;Battle of Mons;50.45;3.95;23-8-1914
http://www.wikidata.org/entity/Q1417580;Battle of Falkirk Muir;56.001;-3.784;28-1-1746
http://www.wikidata.org/entity/Q1419459;Battle of the Chesapeake;36.9675;-75.5391666667;5-9-1781
http://www.wikidata.org/entity/Q1422925;Battle of Val-ès-Dunes;49.11;-0.2169444444;10-8-1047
http://www.wikidata.org/entity/Q1424844;Battle of Delium;38.3481;23.6492;1-1--430
http://www.wikidata.org/entity/Q1424959;;47.371;0.880884;28-8-1044
http://www.wikidata.org/entity/Q1425658;Battle of Chacabuco;-32.99305556;-70.68388889;12-2-1817
http://www.wikidata.org/entity/Q1425882;Battle of the Wilderness;38.3164;-77.7597;6-5-1864
http://www.wikidata.org/entity/Q1426037;Battle of Cheat Mountain;38.6213888889;-79.8805555556;12-4-1861
http://www.wikidata.org/entity/Q1427630;Battle of Adrianople;41.666667;26.566667;14-4-1205
http://www.wikidata.org/entity/Q1428169;Battle of Barnet;51.6622222222;-0.2;14-4-1471
http://www.wikidata.org/entity/Q1429757;Battle of Châtillon;48.8;2.29;19-7-1870
http://www.wikidata.org/entity/Q1431266;Battle of Saint Kitts;17.15;-62.58333333;26-1-1782
http://www.wikidata.org/entity/Q1434874;Battle of Sankelmark;54.7174055556;9.44395;1-2-1864
http://www.wikidata.org/entity/Q1434879;Battle of Als;54.9833333333;9.9166666667;1-2-1864
http://www.wikidata.org/entity/Q1436705;Battle of Tuttlingen;47.9852;8.8234;24-11-1643
http://www.wikidata.org/entity/Q1438686;Battle of Plymouth;49.964;-4.21;26-8-1652
http://www.wikidata.org/entity/Q1440764;Battle of Timor;-10.38333333;123.63333333;19-2-1942
http://www.wikidata.org/entity/Q1442050;Battle of Maldon;51.7152777778;0.7008333333;10-8-991
http://www.wikidata.org/entity/Q1443091;Battle of Garigliano;41.2167;13.5667;29-12-1503
http://www.wikidata.org/entity/Q1446460;Action of 4 October 1710;55.517252;12.30982;4-10-1710
http://www.wikidata.org/entity/Q1453186;Action of 30 September 1681;37.02275;-8.99089;30-9-1681
http://www.wikidata.org/entity/Q145588;Battle of Gumbinnen;54.6;22.2;20-8-1914
http://www.wikidata.org/entity/Q1456533;Battle of Guinegate;50.60805556;2.27111111;7-8-1479
http://www.wikidata.org/entity/Q1458235;Battle of the Upper Baetis;36.78333333;-6.35;1-1--217
http://www.wikidata.org/entity/Q1464620;Battle of La Motta;45.71666667;11.36666667;7-10-1513
http://www.wikidata.org/entity/Q1467456;Battle of Teruel;40.35;-1.1;15-12-1937
http://www.wikidata.org/entity/Q14689;Battle of the Ice;58.68333333;27.48333333;5-4-1242
http://www.wikidata.org/entity/Q1473165;Miljevci plateau incident;43.88055556;16.03611111;21-6-1992
http://www.wikidata.org/entity/Q1474180;Battle of Belleau Wood;49.07323056;3.29087222;1-6-1918
http://www.wikidata.org/entity/Q1474647;Battle of Crotona;39.0833333333;17.1166666667;1-1--217
http://www.wikidata.org/entity/Q1475243;Battle of Cape Esperance;-9.25;159.7;1-9-1939
http://www.wikidata.org/entity/Q1475533;Battle of Spartolos;38.4666666667;23.6;1-1--430
http://www.wikidata.org/entity/Q1476126;Battle of Panormus;38.1167;13.3667;1-1--263
http://www.wikidata.org/entity/Q1477050;Chattanooga Campaign;35.045;-85.309;12-4-1861
http://www.wikidata.org/entity/Q1478525;Battle of Edgehill;52.13997;-1.48416;1-1-1642
http://www.wikidata.org/entity/Q1478970;Battle of Carthage;36.886667;10.314722;1-1-698
http://www.wikidata.org/entity/Q1481920;Battle of Alarcos;38.95277778;-4;19-7-1195
http://www.wikidata.org/entity/Q1495481;Battle of Stoke Field;53.035;-0.888;16-6-1487
http://www.wikidata.org/entity/Q149560;Battle of Stallupönen;54.6305555556;22.5733333333;17-8-1914
http://www.wikidata.org/entity/Q1497885;Battle of Hoke's Run;39.521423;-77.913365;2-7-1861
http://www.wikidata.org/entity/Q1497886;Battle of San Matteo;46.3788888889;10.5666666667;28-7-1914
http://www.wikidata.org/entity/Q1497902;Battle of Blackburn's Ford;38.8041666667;-77.4491666667;18-7-1861
http://www.wikidata.org/entity/Q1497909;Battle of Ball's Bluff;39.131525;-77.527428;21-10-1861
http://www.wikidata.org/entity/Q1497926;Battle of Sceaux;48.7786111111;2.2905555556;19-7-1870
http://www.wikidata.org/entity/Q1497933;Battle of Haelen;50.9333;5.1;12-8-1914
http://www.wikidata.org/entity/Q1497969;Battle of Sayler's Creek;37.30551;-78.22797;12-4-1861
http://www.wikidata.org/entity/Q1500202;Battle of Grumentum;40.28388889;15.90611111;1-1--217
http://www.wikidata.org/entity/Q1500211;Battle of Cissa;41.1157;1.24959;1-1--217
http://www.wikidata.org/entity/Q1500314;Battle of Harran;36.8644444444;39.0327777778;7-5-1104
http://www.wikidata.org/entity/Q1500532;Battle of Cravant;47.6838888889;3.6916666667;31-7-1423
http://www.wikidata.org/entity/Q15023755;Battle of Choisy-le-Roi;48.7664;2.40778;19-7-1870
http://www.wikidata.org/entity/Q15023767;Battle of Montmesly;48.7911;2.46278;19-7-1870
http://www.wikidata.org/entity/Q1509619;Battle of Bapheus;40.7667;29.9167;27-7-1302
http://www.wikidata.org/entity/Q1509663;Battle of Dunbar;55.97692;-2.52119;1-1-1296
http://www.wikidata.org/entity/Q15112371;Battle of Barro Vermelho;-29.99;-52.3777777778;20-9-1835
http://www.wikidata.org/entity/Q151290;Battle of Moscow;55.75;37.63333333;2-10-1941
http://www.wikidata.org/entity/Q151340;Battle of France;47;2;10-5-1940
http://www.wikidata.org/entity/Q15153857;;38.87888889;-6.96694444;16-1-1812
http://www.wikidata.org/entity/Q15154118;;38.789;15.213;11-2-1675
http://www.wikidata.org/entity/Q1518787;Battle of Moore's Creek Bridge;34.457455;-78.109612;27-2-1776
http://www.wikidata.org/entity/Q1519203;Battle of Mobile Babe;30.24097;-88.05301;23-8-1864
http://www.wikidata.org/entity/Q15197058;Battle for Narva Bridgehead;59.38333333;28.2;2-2-1944
http://www.wikidata.org/entity/Q15230514;;51.1666666667;4.8333333333;29-10-1798
http://www.wikidata.org/entity/Q15231189;Battle of Andéramboukane;15.4225;3.0233333333;26-1-2012
http://www.wikidata.org/entity/Q15231481;;18.0438888889;0.6030555556;5-6-2013
http://www.wikidata.org/entity/Q1523324;Battle of Arnemuiden;51.645;3.373;23-9-1338
http://www.wikidata.org/entity/Q15233800;;18.9166666667;1.4833333333;20-1-2012
http://www.wikidata.org/entity/Q15234087;;15.9166666667;2.4;17-1-2012
http://www.wikidata.org/entity/Q152486;Battle of Poltava;49.5744444444;34.5686111111;8-7-1709
http://www.wikidata.org/entity/Q1526883;Battle of the Dunes;51.0383;2.3775;14-6-1658
http://www.wikidata.org/entity/Q1527360;Battle of Leuven;50.8666666667;4.7;16-5-1940
http://www.wikidata.org/entity/Q15282200;Algeciras Campaign;36.1311;-5.39601;12-7-1801
http://www.wikidata.org/entity/Q1529375;Battle of Havana;23.1166666667;-82.3833333333;19-7-1870
http://www.wikidata.org/entity/Q15301965;Battle of Pollare;50.8333333333;4.0166666667;2-12-1798
http://www.wikidata.org/entity/Q15304619;;12.8680555556;11.0463888889;24-4-2013
http://www.wikidata.org/entity/Q1532629;Battle of Braga;41.54416667;-8.42194444;20-3-1809
http://www.wikidata.org/entity/Q153316;Battle of Crete;35.2167;24.9167;1-9-1939
http://www.wikidata.org/entity/Q153376;Second Battle of El Alamein;30.8333333333;28.95;23-10-1942
http://www.wikidata.org/entity/Q1536618;Battle of Chapultepec;19.421;-99.182;24-4-1846
http://www.wikidata.org/entity/Q153858;Battle of Tannenberg;53.4958333333;20.1344444444;23-8-1914
http://www.wikidata.org/entity/Q1538855;Battle of Angaur;6.9;134.133;15-9-1944
http://www.wikidata.org/entity/Q1538874;Battle of Spotsylvania Court House;38.2242;-77.5981;13-5-1864
http://www.wikidata.org/entity/Q1539453;Battle of St. Quentin;49.90083333;3.62833333;29-8-1914
http://www.wikidata.org/entity/Q1539513;Battle of Camden;34.3645527778;-80.6139;16-8-1780
http://www.wikidata.org/entity/Q1540820;Battle of Aliwal;30.9452;75.6142;28-1-1846
http://www.wikidata.org/entity/Q1541340;Battle of Cape Spartivento;38.4275;8.8658333333;28-11-1940
http://www.wikidata.org/entity/Q154182;Battle of Berlin;52.51666667;13.38333333;16-4-1945
http://www.wikidata.org/entity/Q1542829;Battle of South Mountain;39.48501;-77.62161;12-4-1861
http://www.wikidata.org/entity/Q1543531;Battle of Tanagra;38.3166666667;23.5333333333;1-1--430
http://www.wikidata.org/entity/Q154426;Battle of Jena-Auerstedt;50.95;11.575;14-10-1806
